2018-12-11 00:02:13.036567,"QRcode found"
2018-12-11 00:02:37.539094,AdrianRosebrock
2018-12-11 00:02:38.818939,https://www.pyimagesearch.com/
2018-12-11 00:02:46.409329,{"author": "Adrian", "site": "PyImageSearch"}
2018-12-11 00:03:16.202314,PyImageSearch
